Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","1995","1995","No","17","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","1996","1996","No","40","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","1997","1997","No","38","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","1998","1998","No","40","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","1999","1999","No","48","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2000","2000","No","9","Fm","Manual Estimation"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2001","2001","No","8","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2002","2002","No","30","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2003","2003","No","28","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2004","2004","No","40","F","FAO estimate"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2005","2005","No","41","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2006","2006","No","15","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455009","Agricultural tractors, total","2007","2007","No","30","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1961","1961","1000 US$","10","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1963","1963","1000 US$","36","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1964","1964","1000 US$","31","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1965","1965","1000 US$","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1966","1966","1000 US$","11","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1967","1967","1000 US$","65","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1968","1968","1000 US$","8","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1969","1969","1000 US$","9","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1970","1970","1000 US$","27","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1971","1971","1000 US$","37","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1972","1972","1000 US$","29","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1995","1995","1000 US$","100","F","FAO estimate"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1996","1996","1000 US$","237","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1997","1997","1000 US$","220","F","FAO estimate"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1998","1998","1000 US$","216","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","1999","1999","1000 US$","278","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2000","2000","1000 US$","162","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2001","2001","1000 US$","45","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2002","2002","1000 US$","174","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2003","2003","1000 US$","144","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2004","2004","1000 US$","289","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2005","2005","1000 US$","357","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2006","2006","1000 US$","322","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455009","Agricultural tractors, total","2007","2007","1000 US$","526","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2001","2001","No","144","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2002","2002","No","70","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2003","2003","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2004","2004","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2005","2005","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2006","2006","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2007","2007","No","294","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455005","Balers (straw and fodder balers including pick-up balers)","2001","2001","1000 US$","19","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455005","Balers (straw and fodder balers including pick-up balers)","2002","2002","1000 US$","182","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455005","Balers (straw and fodder balers including pick-up balers)","2003","2003","1000 US$","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455005","Balers (straw and fodder balers including pick-up balers)","2004","2004","1000 US$","3","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455005","Balers (straw and fodder balers including pick-up balers)","2005","2005","1000 US$","4","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455005","Balers (straw and fodder balers including pick-up balers)","2006","2006","1000 US$","26","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455005","Balers (straw and fodder balers including pick-up balers)","2007","2007","1000 US$","36","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2004","2004","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2006","2006","No","1000","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455005","Balers (straw and fodder balers including pick-up balers)","2007","2007","No","280","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455005","Balers (straw and fodder balers including pick-up balers)","2004","2004","1000 US$","30","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455005","Balers (straw and fodder balers including pick-up balers)","2006","2006","1000 US$","6","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455005","Balers (straw and fodder balers including pick-up balers)","2007","2007","1000 US$","4","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1961","1961","No","2","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1962","1962","No","2","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1963","1963","No","2","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1964","1964","No","3","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1965","1965","No","4","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1966","1966","No","5","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1967","1967","No","5","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1968","1968","No","6","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1969","1969","No","6","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1970","1970","No","7","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1971","1971","No","8","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1972","1972","No","8","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1973","1973","No","9","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1974","1974","No","9","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1975","1975","No","9","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1976","1976","No","9","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455004","Combine harvesters - threshers","1977","1977","No","9","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455004","Combine harvesters - threshers","2000","2000","No","4","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455004","Combine harvesters - threshers","2001","2001","No","24","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455004","Combine harvesters - threshers","2002","2002","No","3","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455004","Combine harvesters - threshers","2005","2005","No","25","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455004","Combine harvesters - threshers","2006","2006","No","7","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455004","Combine harvesters - threshers","2007","2007","No","18","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455004","Combine harvesters - threshers","2000","2000","1000 US$","8","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455004","Combine harvesters - threshers","2001","2001","1000 US$","61","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455004","Combine harvesters - threshers","2002","2002","1000 US$","546","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455004","Combine harvesters - threshers","2005","2005","1000 US$","61","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455004","Combine harvesters - threshers","2006","2006","1000 US$","51","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455004","Combine harvesters - threshers","2007","2007","1000 US$","317","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455004","Combine harvesters - threshers","2005","2005","No","2","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5907","Export Quantity","2455004","Combine harvesters - threshers","2007","2007","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455004","Combine harvesters - threshers","2005","2005","1000 US$","56","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5922","Export Value","2455004","Combine harvesters - threshers","2007","2007","1000 US$","8","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1963","1963","1000 US$","105","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1964","1964","1000 US$","299","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1965","1965","1000 US$","354","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1966","1966","1000 US$","390","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1967","1967","1000 US$","1032","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1968","1968","1000 US$","312","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1969","1969","1000 US$","293","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1970","1970","1000 US$","146","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1971","1971","1000 US$","346","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1972","1972","1000 US$","780","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1973","1973","1000 US$","214","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1974","1974","1000 US$","176","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1975","1975","1000 US$","267","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1976","1976","1000 US$","126","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1977","1977","1000 US$","150","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1979","1979","1000 US$","190","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1980","1980","1000 US$","200","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1981","1981","1000 US$","220","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1982","1982","1000 US$","220","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1983","1983","1000 US$","225","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1984","1984","1000 US$","225","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1985","1985","1000 US$","230","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1986","1986","1000 US$","235","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1987","1987","1000 US$","240","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1988","1988","1000 US$","245","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1989","1989","1000 US$","250","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1990","1990","1000 US$","240","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1991","1991","1000 US$","250","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1992","1992","1000 US$","300","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1993","1993","1000 US$","300","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1994","1994","1000 US$","500","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1995","1995","1000 US$","1000","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1996","1996","1000 US$","1557","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1997","1997","1000 US$","2500","F","FAO estimate"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1998","1998","1000 US$","3456","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","1999","1999","1000 US$","1216","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2000","2000","1000 US$","2248","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2001","2001","1000 US$","404","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2002","2002","1000 US$","1341","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2003","2003","1000 US$","796","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2004","2004","1000 US$","551","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2005","2005","1000 US$","1952","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2006","2006","1000 US$","1341","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455014","Harvester and threshers (trade)","2007","2007","1000 US$","2213","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1963","1963","1000 US$","4","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1964","1964","1000 US$","12","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1965","1965","1000 US$","6","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1966","1966","1000 US$","9","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1967","1967","1000 US$","9","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1968","1968","1000 US$","11","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1969","1969","1000 US$","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1970","1970","1000 US$","10","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1972","1972","1000 US$","5","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1995","1995","1000 US$","10","F","FAO estimate"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1996","1996","1000 US$","5","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1997","1997","1000 US$","20","F","FAO estimate"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1998","1998","1000 US$","39","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","1999","1999","1000 US$","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2000","2000","1000 US$","716","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2001","2001","1000 US$","12","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2002","2002","1000 US$","95","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2003","2003","1000 US$","39","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2004","2004","1000 US$","40","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2005","2005","1000 US$","177","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2006","2006","1000 US$","12","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5922","Export Value","2455014","Harvester and threshers (trade)","2007","2007","1000 US$","41","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455003","Manure spreaders and Fertiliser distributors","2000","2000","No","4","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455003","Manure spreaders and Fertiliser distributors","2002","2002","No","10","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455003","Manure spreaders and Fertiliser distributors","2003","2003","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455003","Manure spreaders and Fertiliser distributors","2004","2004","No","40","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455003","Manure spreaders and Fertiliser distributors","2005","2005","No","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455003","Manure spreaders and Fertiliser distributors","2006","2006","No","179","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455003","Manure spreaders and Fertiliser distributors","2007","2007","No","14","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455003","Manure spreaders and Fertiliser distributors","2000","2000","1000 US$","12","W","Data reported on country official publications or web sites (Official) or trade country files"
"RM","Machinery","226","Uganda","5622","Import Value","2455003","Manure spreaders and Fertiliser distributors","2002","2002","1000 US$","160","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455003","Manure spreaders and Fertiliser distributors","2003","2003","1000 US$","1","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455003","Manure spreaders and Fertiliser distributors","2004","2004","1000 US$","30","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455003","Manure spreaders and Fertiliser distributors","2005","2005","1000 US$","24","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455003","Manure spreaders and Fertiliser distributors","2006","2006","1000 US$","28","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455003","Manure spreaders and Fertiliser distributors","2007","2007","1000 US$","10","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455008","Milking machines","1961","1961","No","4","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455008","Milking machines","1962","1962","No","4","F","FAO estimate"
"RM","Machinery","226","Uganda","5116","In Use","2455008","Milking machines","1963","1963","No","5","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455008","Milking machines","1964","1964","No","8","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455008","Milking machines","1965","1965","No","8","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455008","Milking machines","1966","1966","No","8","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5116","In Use","2455008","Milking machines","1967","1967","No","8","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455008","Milking machines","2001","2001","No","143","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455008","Milking machines","2002","2002","No","359","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455008","Milking machines","2003","2003","No","450","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455008","Milking machines","2004","2004","No","2","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455008","Milking machines","2006","2006","No","30","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5607","Import Quantity","2455008","Milking machines","2007","2007","No","23","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455008","Milking machines","2001","2001","1000 US$","10","Q","Official data reported on FAO Questionnaires from countries"
"RM","Machinery","226","Uganda","5622","Import Value","2455008","Milking machines","2002","2002","1000 US$","1","Q","Official data reported on FAO Questionnaires from countries"
